ID,Consumer Type,Consumption (kWh),Generation (kWh),Date
c426521a-f7f7-475b-a3ab-1e7c136d5215,Домогосподарство,295.93,177.2,2025-02-18
1aa5c1d9-9d2e-4250-b807-429d0ad76d30,Підприємство,2654.79,482.0,2025-01-25
226739ad-03a4-4d56-9f01-ff642388d611,Домогосподарство,443.86,15.28,2025-01-01
96a305bc-8f1e-41cf-a384-6fdea3f27265,Домогосподарство,117.15,14.76,2025-01-02
74415ad5-199c-4adc-a6b8-ca08cfb0eb2a,Підприємство,4458.04,106.83,2025-01-08
6088b94d-a056-4409-abcb-6928c70a31e4,Підприємство,3259.23,160.6,2025-01-15
9cc30991-313c-4f56-83ca-b740830eb654,Підприємство,3817.1,2112.43,2025-01-09
fc99e662-e4a5-4321-a9b6-3f1c3f410837,Підприємство,2294.44,1951.41,2025-01-10
bf57e3e3-d443-4b54-b1e2-20a135f0ccbc,Домогосподарство,140.6,126.44,2025-02-06
0184992d-10ad-49da-934f-6935ac23028e,Підприємство,2638.17,1725.69,2025-01-22
0d68f049-ee8c-419b-8f0c-2a68e28be2ac,Підприємство,3892.71,2934.55,2025-02-19
7a0f2df5-db5b-45ec-9789-d6824873adcc,Підприємство,1055.83,222.75,2025-01-25
e47f91a4-79c5-41e8-b8c2-eb9d72a92c67,Підприємство,2322.03,1343.73,2025-02-06
8bdcd54c-e743-436e-bdc8-13e31b62e8d0,Підприємство,1063.81,4.79,2025-01-22
fe9fe8bb-9256-4c8f-8520-a36a295dfe6c,Підприємство,1289.95,615.51,2025-02-21
d6103833-972c-4d0b-9e61-ec98ed65cfda,Домогосподарство,172.19,64.39,2025-01-30
33a2c898-7221-4f81-90e2-58e2693436c9,Домогосподарство,454.71,328.17,2025-01-19
cdea20e0-f229-419e-947d-5d7e5e144e0b,Підприємство,2071.64,1474.35,2025-01-23
1b00de69-83d9-4cc6-9e66-23cd3e23c700,Домогосподарство,63.26,20.22,2025-01-05
751c2828-2916-4aec-9a31-f766cd2eda2e,Підприємство,4102.33,3345.21,2025-01-16
5807b2f3-f869-428a-8b08-596d47cfce63,Підприємство,1721.93,1402.95,2025-02-13
6b48f845-bede-4381-8d50-cba567e2f8b7,Підприємство,4725.83,2071.52,2025-01-12
809a9cb0-1098-4dcf-a0fb-84e41f2da5de,Домогосподарство,464.15,15.62,2025-02-25
75fc8cc8-f24f-49aa-976c-857211d78394,Підприємство,1473.55,158.0,2025-01-31
bdf886f5-8a47-4cb9-aec6-2e97ddd98678,Підприємство,1245.05,637.8,2025-02-04
8253584b-2791-44be-8014-9dd2131a96ee,Домогосподарство,267.62,220.01,2025-02-12
95ea2ee2-9d6d-4a6d-bfcd-c056f379d19d,Домогосподарство,478.74,274.69,2025-03-02
8c6d8c3c-d23a-47eb-b98c-abe143ea6d70,Підприємство,1215.04,724.65,2025-01-09
5c2f0cad-e292-475b-a7bb-73c56e088acc,Домогосподарство,445.76,302.15,2025-01-29
af487880-8913-4636-beb1-1fa112c3cb49,Підприємство,3494.44,1808.79,2025-03-03
d6e9ef8d-5715-46c2-80c5-b96be6ce507b,Підприємство,3604.89,3524.87,2025-01-24
08a9ca86-4b11-49e0-b90c-05dd55f1adcb,Домогосподарство,285.06,14.34,2025-02-20
70f124e2-a5f9-435a-a017-e28f4f0bb01f,Домогосподарство,477.22,61.33,2025-01-25
05dd277a-778b-4da5-956d-217103864df2,Домогосподарство,485.85,381.23,2025-01-20
775f7f1f-12d8-4d68-bc97-5a9a81e14a6c,Домогосподарство,403.63,261.87,2025-02-20
c70a4224-67f1-4eda-9dfc-29a8a67856d9,Домогосподарство,271.49,250.3,2025-02-07
071858cd-b497-4f30-a5f9-991c4ee5f305,Підприємство,2248.94,70.09,2025-02-26
fc3b171f-9736-4dbf-8f89-cc016c0fa5fc,Підприємство,2507.61,328.11,2025-02-23
ce089f51-040f-482f-b24b-23e834987161,Домогосподарство,339.32,118.25,2025-02-03
acade2cb-dedc-4038-be06-cda3883423e0,Підприємство,3484.37,548.54,2025-02-21
b471072b-8f29-4a79-a8b9-f37823687831,Домогосподарство,77.78,72.24,2025-01-22
a87ba57d-e590-4936-b416-f3e861aaa1bf,Домогосподарство,130.86,11.39,2025-02-17
f1a84504-8ebd-4ae0-a50e-daf1b2482382,Підприємство,4335.54,1930.24,2025-01-18
a3daf609-96ba-487a-aaef-32c90d92dc28,Домогосподарство,452.84,367.64,2025-01-31
d93ad3ed-8aeb-4d3e-88da-e65cd3bd5c5b,Домогосподарство,225.98,78.95,2025-03-03
03205b11-c59f-45c3-a0fc-d7adbc20a86c,Підприємство,1078.84,115.97,2025-01-02
937d32b9-ff9d-4767-b2fc-05611a39c2b0,Домогосподарство,193.08,113.88,2025-02-12
cd3ed57f-664f-4e14-a650-2cbefa2ebbe1,Домогосподарство,336.45,117.68,2025-03-02
03483b65-dca2-4117-89d0-9bae097414aa,Домогосподарство,268.85,130.22,2025-01-10
6a2331fb-a2f6-4627-8fcc-91428edc3975,Домогосподарство,199.36,147.02,2025-01-21
21eb25e1-9b36-4399-9761-734820c9683d,Домогосподарство,418.79,123.43,2025-01-14
580b661f-cc54-421c-813c-9546a5501f26,Підприємство,1958.08,786.15,2025-01-26
8de60e9c-db48-4524-bf87-e42e3b9473d8,Підприємство,4901.22,994.42,2025-01-06
bca6ad6f-471c-4793-a9c7-29c774bd8470,Домогосподарство,395.01,202.83,2025-02-21
82d6986d-8bf1-4cee-a19a-9bbeede62225,Підприємство,4775.63,2384.08,2025-01-06
f5e99aa8-80a8-49be-a6bc-af942f26b40b,Підприємство,3786.47,529.69,2025-02-01
c03f7e6d-926e-4058-be74-d4993abdc932,Домогосподарство,84.2,42.13,2025-02-11
890284a0-fe1f-4694-aaa4-f9bcbb0f4f8c,Домогосподарство,171.64,100.34,2025-02-08
7895b252-5657-45fe-b98d-cb3b739549c3,Домогосподарство,124.1,84.46,2025-01-24
978002bb-3ab8-49da-8ecc-ffdae940baaa,Підприємство,2614.48,2016.44,2025-01-06
c9d912c8-e577-4f4c-8b9a-a655a34aa3be,Підприємство,1559.13,808.24,2025-03-01
932d2939-e36b-4058-befe-ebaa3c04bfa4,Підприємство,2377.64,410.24,2025-01-02
e960db45-a1b8-4b44-96ee-82008cc54fa3,Домогосподарство,285.22,229.89,2025-02-14
a038ee4b-f6cb-411b-888b-0509f8159c73,Домогосподарство,219.78,158.89,2025-01-19
c32635e4-1a2f-4c65-bee3-a7685a5917ea,Підприємство,2438.19,2181.66,2025-02-05
776fcf06-d64f-4576-af0c-306ede3f2477,Підприємство,3101.51,137.17,2025-02-02
4c0c73f6-4422-4498-8046-0aef9627be42,Домогосподарство,93.74,54.23,2025-02-21
487c3bf4-33f5-4186-843f-92c641d513f6,Підприємство,3707.48,2760.98,2025-01-21
c7005af6-acfc-446f-9d3d-65c03f8fed72,Домогосподарство,433.51,230.83,2025-02-24
bf56751e-95f1-4eea-be3e-4c8f01eb2a11,Домогосподарство,72.69,70.19,2025-02-06
3c92a56b-00e0-4a31-ab9c-4680466c888f,Домогосподарство,150.66,4.64,2025-02-28
1ff42a5f-8529-46f8-bc8f-552039d9bd2a,Домогосподарство,233.33,221.83,2025-02-04
75100925-1cd2-40a5-ae59-70b777ad28af,Домогосподарство,241.09,175.4,2025-01-13
01b677bb-97e2-4d8b-9dc6-4b9c78e50835,Домогосподарство,176.05,111.35,2025-02-28
2375764e-0db6-4d67-92df-7595a91760b6,Домогосподарство,278.6,2.29,2025-01-04
3cb1719d-b9bc-4a62-8e30-8b93e0acf3fb,Підприємство,1789.6,1727.35,2025-01-11
4a8d877b-7e6a-47b6-a441-15e2cd119df9,Домогосподарство,446.77,138.49,2025-02-24
51e3b75b-54b5-4b54-bd3b-2ff9e71380e8,Підприємство,2903.53,265.24,2025-02-06
c9acb6cc-dc5b-447c-af0f-8f3022aff63c,Домогосподарство,58.87,42.81,2025-01-19
d41171a3-13eb-4295-8e03-cf4288394fd4,Домогосподарство,203.42,23.71,2025-02-10
6889b14b-c298-40b9-9486-d6e4d86be7a4,Домогосподарство,178.77,21.04,2025-01-11
a29375ee-34bd-4b59-8b0a-551c9265663c,Домогосподарство,404.27,231.72,2025-02-27
9312841b-f2e9-4f0e-8dd2-1cffecd553a1,Підприємство,2613.9,195.42,2025-02-27
169af78d-ec0d-4785-84eb-770a15c7b16a,Домогосподарство,185.55,156.24,2025-01-07
9e1dedad-f395-41dc-bcd3-5c153121cd64,Підприємство,2429.44,1063.96,2025-02-26
0cb727d5-0bd6-4025-b6bb-68a73dace656,Домогосподарство,267.24,245.44,2025-01-27
326af084-7030-429d-a0dd-69ec12533b3e,Підприємство,1049.38,881.63,2025-01-07
090742d7-47b4-4566-b0c8-15a879be1f88,Домогосподарство,469.84,421.91,2025-01-28
8ebc6386-e8af-45eb-9380-dafedb631f00,Домогосподарство,326.9,6.94,2025-02-02
4338176b-8d76-4c52-838a-e6bed1987b14,Домогосподарство,104.11,43.58,2025-02-03
2a14cb5c-1176-41a2-be0c-e59d5252aee5,Домогосподарство,267.64,163.26,2025-02-26
b759f1ad-9aef-4611-8604-f64ba032c722,Домогосподарство,198.97,155.55,2025-01-14
ab89ad46-843e-43f1-8802-7ec4a776e1a9,Домогосподарство,350.04,207.13,2025-02-17
c9979a4a-f990-4e42-829f-54ec4fa4c74d,Підприємство,2808.48,2203.92,2025-01-28
f804b3db-7bbb-4476-8af1-356b7fd7b488,Підприємство,4559.17,2954.59,2025-01-12
078b5246-34be-4ef6-907d-3e98e862851b,Підприємство,4521.55,2787.42,2025-01-12
f80d70bd-2316-47c5-8855-ec962c3184f9,Підприємство,4157.17,1158.6,2025-03-01
0e802649-3cfe-43da-a161-5e08cb48ce9a,Підприємство,2532.2,632.17,2025-02-01
0adc56a7-b1f0-470a-ae89-308e25a92f79,Підприємство,3356.9,2478.51,2025-02-05
00d08a07-8c3f-4b0b-b475-d5bb1c7ef667,Підприємство,3678.46,3573.8,2025-02-09
9a50d55e-d651-4073-b887-85f4d7c03e4c,Домогосподарство,447.18,136.99,2025-02-20
d5d27d67-1481-4253-86fc-95e44e54ef8a,Підприємство,4817.54,3649.34,2025-02-20
534e434d-5163-44a7-b787-2b14cdf91465,Підприємство,2889.06,758.56,2025-02-17
013938ff-c03b-4f7c-a705-feb7f12e31b7,Підприємство,1149.17,229.73,2025-02-28
d89e8c08-0c61-4da6-a552-671f73f4fe75,Підприємство,4415.58,1408.98,2025-02-13
290be171-15d2-4e7b-a18a-5a962efba9fc,Підприємство,1662.78,1156.99,2025-02-18
e1a92c91-1409-4686-9db9-fc219499e9c6,Підприємство,1700.33,1654.98,2025-02-05
ff1227e6-50ff-4f6f-a9d6-b164109f5121,Підприємство,3326.66,2354.31,2025-01-13
ee2285bd-b40c-4e1d-a6a7-4cb74534d0fc,Домогосподарство,70.82,51.68,2025-02-09
19906552-72be-424c-87b4-99f10b38615b,Підприємство,4578.92,2097.63,2025-01-29
77055db1-22b3-4993-842a-3a667c438413,Підприємство,4645.15,3065.36,2025-02-16
c2beae87-c530-40cd-ac06-02ba7e698137,Домогосподарство,108.69,78.74,2025-02-17
8e06af14-17f5-4592-8e75-d05b859be28b,Підприємство,1764.92,13.33,2025-01-25
20f7e867-6be9-4711-b094-bd33a4a7b097,Підприємство,2397.17,683.89,2025-01-01
8caa65ab-d303-40e8-ba00-5d77ceb2e257,Домогосподарство,225.7,134.34,2025-01-05
3ceba991-f6af-4a7c-97c2-33b16512fe9e,Підприємство,2503.92,815.67,2025-03-02
801342ff-166b-412b-8e44-69dc17025a16,Домогосподарство,183.06,140.64,2025-01-04
9f5388a1-720b-4efb-86b6-03eb370f3b75,Підприємство,3299.76,3293.8,2025-02-21
5be3c7fb-1750-41c1-9d91-a793cec3f629,Домогосподарство,269.04,246.92,2025-02-19
b5fba3f5-bea3-4c22-b16e-d6b25b4780ad,Підприємство,1323.07,245.6,2025-02-25
6afbe1ee-fff3-4e18-ae2c-df63518cd280,Підприємство,3553.58,420.36,2025-02-18
6cf23909-d9b1-4fbd-a536-ebffc9152b14,Домогосподарство,451.84,8.01,2025-01-10
3567e9a3-8b85-4a36-9477-b3c5bebd7043,Домогосподарство,102.99,70.37,2025-02-12
c27d6e9f-de9c-4d35-9b07-e9177017b0aa,Домогосподарство,321.29,178.43,2025-01-06
d391b1cb-23cd-4fb5-b250-ab04a836468b,Підприємство,1239.75,369.22,2025-01-16
b7e97d40-02d7-4c42-8238-e7353ffe8e8a,Домогосподарство,172.09,135.17,2025-02-06
c9658bd7-5fca-4cc2-a6ff-03e3bf49d455,Домогосподарство,190.28,156.49,2025-02-18
19213b22-c7ef-487f-9ecb-ccee1550a3df,Домогосподарство,488.22,370.09,2025-02-14
a7ff2ee4-b3db-4ab5-8166-0d88ae70408d,Підприємство,3689.28,1934.81,2025-01-12
e69dc788-1405-4ab7-9b4f-2656d12fb026,Підприємство,4787.05,3876.29,2025-02-21
ba56daa5-1e04-4c19-b3f7-46649f4ad52f,Домогосподарство,62.77,20.29,2025-02-26
776f24f6-1360-4610-b791-933cc81e06a6,Домогосподарство,101.85,13.05,2025-02-01
cbe5946f-b701-4bcc-b8d9-b1d6cd512bc6,Домогосподарство,348.85,8.19,2025-01-19
b0fafe59-504f-41e9-ad70-15052e024eda,Домогосподарство,89.7,41.22,2025-02-08
b2cc9d3e-12cd-4380-9b58-817eecb34351,Домогосподарство,395.71,391.34,2025-01-22
be64d222-1e50-4c07-aa47-161e7fcb1e5a,Домогосподарство,498.82,48.12,2025-02-25
aeebf228-ac14-46ae-a0f7-8f46cf9e764c,Підприємство,2674.32,2178.62,2025-02-25
3f7a2e22-0697-40d7-a741-2613aff7fc0b,Домогосподарство,335.06,155.31,2025-01-27
92fc3a90-d0f2-426a-a183-a03261ffc392,Підприємство,4254.07,914.75,2025-01-20
196172f5-02d6-493f-8104-f37500c6934f,Підприємство,1417.62,983.46,2025-01-01
70ea4956-1316-4b76-9ddf-54b899449f0c,Підприємство,4805.46,4750.19,2025-02-25
025714de-0668-4645-88fc-48863de461a5,Домогосподарство,424.4,184.88,2025-03-02
3bed7762-eb74-4d27-96b9-4b2c1c242763,Підприємство,1302.58,109.45,2025-02-20
94f8d84a-123b-4f52-90b2-682b3179ccf4,Підприємство,2101.42,268.37,2025-02-03
f0f7c9ce-bf64-432e-97bf-0e6f316c9275,Домогосподарство,151.72,35.83,2025-02-19
8e8f3f58-d6c0-4db5-a110-d4da8bf7cefe,Підприємство,2407.84,1929.45,2025-02-24
5328ed2e-9879-41d4-b84d-919504046b56,Домогосподарство,98.22,79.58,2025-02-13
e0be338c-9bdc-476e-ab21-5cea9e5aa657,Домогосподарство,277.24,274.66,2025-02-28
b1ce518a-af3d-40fa-8114-4066412a1192,Підприємство,4763.43,696.84,2025-01-31
4d09375c-a703-43c9-9704-ec95d5b319b9,Підприємство,1174.52,11.99,2025-02-20
2412c8a6-3363-4e7f-8c8d-f47687354f5d,Домогосподарство,495.27,356.04,2025-01-26
d00162b0-ba8f-4c44-a1e0-64e3ea4b7207,Підприємство,2364.48,705.09,2025-01-01
d3a29e7b-bf46-4c6b-9965-6288dfba7a37,Домогосподарство,318.93,232.31,2025-01-22
e90dd069-195e-40fa-a951-86924d726be5,Домогосподарство,455.3,122.53,2025-01-19
f9fff23f-0efa-4e83-a635-347658b6f4b3,Домогосподарство,107.05,20.28,2025-01-06
b3d9d334-95b9-4e20-8857-0801d93217be,Підприємство,3653.12,700.65,2025-02-01
7cae8391-24d6-4569-acc8-b28f02e37e38,Підприємство,2527.4,83.47,2025-02-09
555bb408-932a-4ad4-97aa-af4030ebb077,Домогосподарство,433.14,219.66,2025-02-18
1b3cd963-d0ea-4fd1-b73b-d54199df884e,Домогосподарство,279.69,244.83,2025-01-02
73b2d7c9-425f-485a-a2c0-b6abe5311a13,Домогосподарство,373.71,166.09,2025-02-27
21f94ecc-e2ee-4652-a911-45188c5f1c5c,Домогосподарство,57.52,31.48,2025-02-25
a5a272b4-1b10-43dc-9281-b2b9a4c80b48,Підприємство,2820.91,1860.82,2025-01-31
429a5076-8e6d-4587-8e84-9bc022543772,Підприємство,1637.85,1329.29,2025-01-05
7ec48a91-8cee-4096-b490-c0e5d3f006eb,Домогосподарство,192.04,29.41,2025-01-17
802bf586-d17e-4533-8f46-481a791fcbae,Домогосподарство,69.84,57.37,2025-02-07
f278a64a-fcb5-4eff-8ab6-1e9f4c3872de,Домогосподарство,360.69,12.9,2025-01-24
628cc5e7-deb4-4397-8562-8d01d99c45f1,Підприємство,3650.21,3295.57,2025-01-21
ef4db5f2-0cf0-4a78-b97f-207a9c918680,Підприємство,1834.2,1195.37,2025-01-17
cde3a9d3-a91a-45d0-a4d1-213e5c730ae3,Домогосподарство,292.75,94.06,2025-02-10
ecafbdf8-4d49-438b-b3a4-17213a466b83,Домогосподарство,390.14,144.14,2025-01-06
25182151-e194-4f5c-9c7a-59f560a964e1,Домогосподарство,256.51,142.05,2025-02-22
4a525b14-63e7-49c2-98f6-b2cf74478091,Підприємство,2112.11,1015.75,2025-01-23
7254c898-4891-40fe-a7e2-d89cb80d72ec,Підприємство,1577.0,6.94,2025-01-21
d339dc28-2cd1-4699-b18a-e0a46f67dc70,Домогосподарство,82.1,2.15,2025-01-12
de1e009a-6fa8-425e-bd41-61892ff22b7f,Підприємство,3640.79,1657.04,2025-01-31
cc94ac41-483f-4ba1-977d-2c80edf74be0,Підприємство,4046.98,417.41,2025-01-28
2fc9dfa9-65d2-48a5-b6a8-2ef53a0207ab,Домогосподарство,295.25,68.84,2025-01-28
26504e59-fcfc-499b-a7d6-d2784cfe6f45,Підприємство,4540.37,674.66,2025-02-28
8ecacd13-6de1-411f-a1cd-17abc0b8b546,Домогосподарство,285.37,55.4,2025-02-18
728b335d-2f8b-4cb5-8b32-83692db19fa9,Підприємство,1949.49,844.56,2025-01-12
d16fa479-35e2-4516-b399-02d5f76726aa,Підприємство,3131.98,1049.87,2025-01-25
f061ce21-e8aa-4e6c-a9ed-ea571de5444a,Підприємство,2509.45,2480.46,2025-02-12
e0f2eabd-bd33-42a6-be34-f4ce497a6bd3,Підприємство,1113.94,79.26,2025-02-06
11963a07-5cb5-4c13-ad23-6123ea9d4be9,Домогосподарство,402.6,90.9,2025-01-16
e581c057-2a52-4c80-ab5e-540653dc65b0,Домогосподарство,220.03,196.21,2025-02-03
de75b45f-8360-400a-9f04-744d949e2b75,Підприємство,2179.09,166.22,2025-02-21
f3ce964f-f380-4d7b-9e1d-560e096319c0,Домогосподарство,120.22,24.13,2025-02-11
a17f4c4c-1bc4-483f-a079-9b78fdba161a,Підприємство,4465.74,3190.1,2025-01-04
ab45fc7f-a0a1-48d4-b80b-e7973fd58304,Домогосподарство,80.94,31.83,2025-01-27
794f01be-70ac-4f3c-a7d8-546d3ae79ba9,Домогосподарство,159.68,149.79,2025-02-15
88992f84-45f6-490c-a39f-3eff35d79705,Підприємство,1690.87,927.38,2025-01-12
c43a5537-f7b3-4026-95aa-80f663f2f16b,Підприємство,3606.36,1223.62,2025-01-16
6792ce13-7f2e-4f49-819d-ee5e807fdb5b,Підприємство,3712.79,3534.25,2025-02-21
10072676-0d5a-4095-9fa0-3b5276992a6f,Домогосподарство,295.62,20.01,2025-02-13
76bfd751-f84b-49b8-8aa9-0ef9b9704087,Підприємство,1522.31,1490.02,2025-02-03
dd7d06cd-5cbe-44eb-b29b-84c214c12a6a,Підприємство,4901.22,3825.65,2025-01-07
ccae5442-60b7-4cf8-b2a1-6da5b66c714a,Домогосподарство,259.13,217.36,2025-02-13
0068c13f-7952-4458-97b6-49edbcc188c7,Домогосподарство,162.12,101.32,2025-01-26
6426e7b2-f3ba-480b-87e3-7dd5506dec76,Домогосподарство,328.18,302.79,2025-02-19
8cf0dd7e-0383-40ab-b814-7e6f61727612,Підприємство,1491.58,1129.12,2025-02-08
a1a2ca19-b31e-49b1-9abf-73fa4de528e3,Домогосподарство,442.13,78.73,2025-01-26
f717c6b1-66e6-4361-95cb-7aa918f7ddb0,Підприємство,4850.96,3788.43,2025-01-08
4c8746ec-4554-4960-b0b5-e5094dbc2d6a,Підприємство,4415.02,382.19,2025-01-30
32007b2a-052e-4648-bd58-698bf9811665,Підприємство,4402.22,1429.33,2025-02-04
a7f6b5fc-28d4-41ef-bdda-685bd5b47d9c,Домогосподарство,368.45,44.28,2025-02-20
76c44518-49d4-4a2b-93f9-dbe2ed8de4c1,Домогосподарство,268.2,174.64,2025-01-02
68e3a289-b96c-4583-bd5f-ded0f64399d2,Підприємство,1453.44,256.0,2025-01-07
63e494ee-eb74-4c3d-8437-f8deed83b42f,Підприємство,1372.01,1005.66,2025-01-15
d02c1a7d-5b44-4295-bd07-f0c1f001550f,Підприємство,4658.83,805.75,2025-02-01
a49ecf99-9ccb-4301-8f1d-3c4ccdffe217,Домогосподарство,257.28,78.37,2025-01-25
d5c7ecf3-c3c2-43f0-9b05-a4f0bd0eb120,Домогосподарство,308.42,222.84,2025-01-13
66126e0a-5f7f-456e-97cc-116a1def3c3f,Підприємство,3765.09,1087.22,2025-01-21
57400312-8b46-43a3-acc4-ac81d79a934a,Домогосподарство,103.81,79.13,2025-01-03
3ca09003-7dfe-4366-9397-b55b71ab238d,Підприємство,4634.58,18.05,2025-02-09
12af8d3c-cc3b-42d7-b33c-4e1bb17c83ac,Домогосподарство,136.59,125.7,2025-02-04
dafd0cb1-c112-4751-97a8-412f36c3b412,Підприємство,1088.75,508.4,2025-02-21
f36c4f77-0168-432a-91a1-48d1e043ab2d,Домогосподарство,122.88,58.07,2025-01-22
90732a1c-1dc3-4d76-b687-d584e10eba54,Підприємство,1121.73,379.24,2025-01-30
d730e7b1-0b69-4ffd-82d9-c3a10a666fa9,Підприємство,1203.58,974.68,2025-01-25
ab2a1e0c-a511-4744-9061-00d8a9178ea8,Домогосподарство,168.61,14.39,2025-01-02
7794ee1a-83ea-4030-8fd6-43fbcf638b0a,Підприємство,2576.44,2366.98,2025-02-02
430587f5-70a6-4f4b-b129-66ae3c123baa,Підприємство,2577.89,668.7,2025-01-17
a5ecf3b7-081f-4901-9b94-79f8817f142a,Домогосподарство,101.16,5.63,2025-03-03
5808e2db-9262-4bba-82b9-2aa74a344af3,Підприємство,3502.32,362.15,2025-01-15
0630dda4-ef06-4378-ba1b-629695659dcc,Домогосподарство,282.42,188.38,2025-03-01
8990d2e1-c38f-4d25-ae75-dcd8301a933b,Підприємство,4238.7,3281.59,2025-01-14
51eccf06-9473-484e-a5ee-0a34f8f4ab31,Підприємство,4606.26,2992.8,2025-01-17
421c3dd8-653c-4152-b39f-ca39290cbae1,Підприємство,2937.8,1890.33,2025-01-05
9894c6d1-f75c-4558-a810-912cc2e88957,Домогосподарство,242.05,141.35,2025-02-16
1424e04e-5661-4fc8-9e86-c0bec8f1449c,Підприємство,3926.72,414.88,2025-01-14
bd3d2f2f-6d46-4761-b008-39db0fab252e,Підприємство,2710.76,1216.27,2025-02-04
e060ebd8-3715-48bd-b652-d9c724a1a120,Домогосподарство,370.49,130.8,2025-01-25
bf271aeb-7eca-4bf9-b531-5d73847a29d8,Підприємство,2463.3,2109.18,2025-01-15
02ff36db-6a33-4de1-8cd9-7c34117715be,Домогосподарство,276.75,246.22,2025-01-05
96592e06-4e37-47ee-966d-051ebd0f44fd,Домогосподарство,412.81,189.57,2025-01-20
f8fce001-4e22-4c78-b45d-0cc467eb2f38,Домогосподарство,172.57,170.44,2025-03-01
5056c91b-accc-4b3a-9e4f-a26c9cb67388,Домогосподарство,463.66,118.89,2025-01-03
e7ba4865-402d-4ccb-8821-2cc51a57b94e,Підприємство,3994.16,1944.82,2025-02-10
4e33bf9f-f513-4d20-a0ca-62070228eb9b,Домогосподарство,265.77,13.51,2025-01-28
d641e5ed-2c46-47ac-8dbb-1b24c259b995,Підприємство,1609.77,572.95,2025-01-10
c1056347-a6a7-4faf-b292-8f262d80e2a1,Підприємство,2109.35,1763.44,2025-02-12
c4b4589f-94fb-4ed6-bdc3-d3faa8c38071,Підприємство,3121.63,1619.34,2025-02-13
d1c61c3c-694b-4071-8a0e-cb38833c37ae,Домогосподарство,473.19,63.74,2025-01-01
9add2730-0755-4cbc-93f7-b4eb6100ba43,Домогосподарство,471.01,159.38,2025-02-11
f2d895bc-e350-4e29-ab46-3d0f994fc8df,Підприємство,2751.34,226.18,2025-02-18
b93cba29-6bd6-4df2-b745-e919c9536c88,Підприємство,3534.52,2171.9,2025-02-19
81ac3c34-a302-4193-9a54-ef1fe776125a,Підприємство,3717.52,1312.94,2025-02-13
74335a47-c7fb-4863-8300-b3063360adf7,Домогосподарство,143.31,115.48,2025-01-06
94a6c81f-7d76-41f9-b970-7d5310a8755d,Домогосподарство,140.29,29.03,2025-01-25
5112f611-b29d-4dd2-9b48-bc12d60fda69,Домогосподарство,239.12,228.29,2025-02-17
5210ecb8-8127-4859-9721-d7ec1cda5273,Домогосподарство,51.65,28.26,2025-02-19
40058d15-c6ba-44e0-a975-03f7f11fe3a6,Домогосподарство,205.57,70.8,2025-01-08
0c611f51-3534-48ba-af3b-1600915084fd,Підприємство,2263.43,1610.65,2025-01-21
7e7d7705-4df3-41fc-9b12-18b3214fe1f7,Підприємство,1499.77,1377.32,2025-01-18
62ae7dbc-fc80-4806-b762-a266d0536497,Домогосподарство,422.78,26.08,2025-01-19
c4cdb836-7916-4170-a159-163b3deca556,Підприємство,4530.93,847.49,2025-01-07
97cdb546-1b13-4c33-8d12-0d6c2bcd438d,Підприємство,2519.28,448.02,2025-02-12
3499702c-c986-488c-8634-aa7c73414dbb,Домогосподарство,115.65,100.41,2025-01-10
a51171c2-d15c-4c8e-a430-e312f3ff4c4d,Домогосподарство,297.87,75.99,2025-01-08
73dfa992-102e-464c-b64e-c538a9126061,Підприємство,2584.53,1146.8,2025-02-08
9c317029-5111-4fbf-ae47-8945cebbcfb2,Домогосподарство,402.58,25.41,2025-02-18
7c28526b-13db-47d7-8e75-beb2f8b62931,Домогосподарство,116.09,61.77,2025-01-05
96f4b182-51ca-4677-a4b0-4083af6fe4b3,Підприємство,2858.61,567.91,2025-01-03
e6f97774-d20a-4c9a-9482-dded0170caeb,Домогосподарство,481.06,212.53,2025-01-15
3e85f933-e872-420c-8436-bbe78f95d347,Домогосподарство,125.81,85.32,2025-02-10
b27c6a5c-35cd-4d5c-8aef-a0f52c997851,Підприємство,1348.6,579.84,2025-01-10
ad29b20f-542c-40be-b186-756800e5462b,Домогосподарство,228.23,49.49,2025-01-12
34f4c04e-bffe-4532-b7d7-6492bcc4c353,Підприємство,4445.36,1829.47,2025-01-28
6f9aac8c-4ab5-486d-bc7b-e2eed36795e5,Підприємство,3914.24,3429.43,2025-01-22
d11e052e-1683-4d49-8fe5-0f17b7e7e1c1,Підприємство,3617.92,1276.19,2025-01-19
bcfca3b9-4801-402a-8720-77a6d0a7361a,Домогосподарство,272.14,76.84,2025-01-30
5081a4a5-a734-492f-98a4-ced69a22a6c8,Підприємство,1217.15,426.16,2025-01-02
97d0cfb8-e65a-4a22-adc3-b95457d4af4d,Підприємство,3729.48,1842.68,2025-02-09
85751de2-302a-4c84-8a4c-e612ac8eb18a,Домогосподарство,215.91,17.7,2025-01-06
42203bc9-2857-41f3-b91e-e9299b46ecf4,Підприємство,3716.82,2217.95,2025-01-29
1f9eec41-d70a-49b0-8201-e04240b93bf2,Підприємство,4892.13,847.22,2025-02-11
f9d33400-8cb9-4a98-89da-ae11c067846e,Підприємство,2084.2,1988.14,2025-02-20
bcda6b41-78e8-4677-903e-5564d72e388c,Домогосподарство,190.19,189.45,2025-01-01
af414db8-56fb-4d62-af27-2e4cca3febd0,Домогосподарство,186.18,47.38,2025-01-08
2db55e5d-7c13-4be3-ba55-97419773f825,Домогосподарство,308.95,249.18,2025-02-14
