date,city,temperature,humidity,wind_speed
2017-03-24,Dnipro,18.0,62.9,5.8
2021-10-20,Lviv,0.4,88.2,9.8
2024-10-11,Odesa,-17.9,33.7,16.0
2015-03-27,Kyiv,-2.9,62.8,12.8
2023-10-22,Dnipro,23.3,66.1,4.1
2017-05-25,Kharkiv,-13.4,85.9,18.4
2019-06-03,Dnipro,-13.5,69.7,11.2
2023-11-29,Dnipro,-9.8,58.1,18.0
2018-06-25,Kharkiv,26.8,91.2,5.9
2017-12-15,Kharkiv,-10.2,38.8,15.2
2019-03-14,Odesa,14.8,56.3,12.3
2022-06-04,Kharkiv,14.6,63.2,17.5
2021-05-29,Kharkiv,-2.5,65.2,14.3
2017-10-26,Lviv,3.8,99.1,12.6
2021-06-15,Dnipro,3.0,36.1,16.7
2020-04-04,Lviv,34.2,65.9,9.1
2015-01-28,Odesa,-9.8,91.2,3.7
2021-03-21,Kyiv,-14.3,61.9,4.4
2019-01-27,Dnipro,26.3,86.6,4.7
2019-04-28,Kharkiv,26.9,43.5,17.3
2016-09-01,Kyiv,30.4,79.3,19.6
2016-02-27,Dnipro,28.9,47.1,15.5
2020-03-09,Kyiv,13.9,79.6,13.2
2016-02-02,Dnipro,30.6,50.0,2.1
2024-10-27,Dnipro,19.0,34.9,17.9
2023-07-02,Kharkiv,-16.1,95.8,11.3
2020-09-15,Lviv,-15.6,74.1,15.1
2017-05-30,Kyiv,26.8,64.8,19.5
2017-05-06,Odesa,24.1,74.1,7.8
2023-11-15,Odesa,22.2,53.2,3.3
2016-11-03,Dnipro,21.5,67.2,12.9
2022-04-03,Kyiv,16.4,50.8,17.3
2024-04-06,Kharkiv,-4.6,82.7,12.3
2015-11-19,Kyiv,-11.1,58.4,17.1
2023-05-04,Lviv,17.6,59.1,7.6
2020-03-29,Dnipro,17.9,34.8,14.0
2020-09-04,Lviv,-7.3,54.2,18.7
2021-07-03,Kyiv,11.0,43.7,3.2
2022-02-10,Lviv,-7.7,74.4,9.1
2019-11-03,Kyiv,-0.0,62.6,2.2
2018-01-07,Odesa,-11.7,94.2,15.4
2020-12-18,Lviv,13.6,99.4,11.0
2018-12-22,Dnipro,30.3,63.1,19.5
2016-07-30,Dnipro,-7.3,30.6,6.8
2023-10-27,Kyiv,11.8,43.5,4.0
2018-11-27,Dnipro,29.7,80.9,5.0
2022-07-15,Odesa,32.0,81.6,9.4
2020-08-09,Dnipro,-17.0,70.9,2.4
2016-09-10,Lviv,1.9,63.4,4.7
2019-06-04,Odesa,-6.2,70.6,8.3
2024-06-24,Kharkiv,14.4,48.3,19.8
2023-09-18,Lviv,12.4,93.1,6.9
2022-01-31,Lviv,-3.6,37.7,5.3
2019-10-29,Kharkiv,-3.6,51.2,0.7
2021-08-20,Kharkiv,11.3,90.2,6.2
2019-03-11,Dnipro,-9.3,77.8,9.8
2021-09-12,Lviv,26.5,98.8,8.1
2022-10-05,Kharkiv,-7.0,82.9,13.2
2019-09-21,Dnipro,-12.4,40.0,12.9
2021-10-25,Lviv,-14.5,46.3,5.2
2023-07-01,Lviv,-9.6,32.7,13.9
2022-07-08,Kyiv,-16.3,82.9,4.5
2018-07-09,Kyiv,-15.8,87.8,6.8
2020-10-06,Lviv,0.7,81.1,16.1
2021-12-28,Kyiv,20.1,85.0,11.3
2022-02-25,Kharkiv,13.0,91.9,14.6
2024-07-22,Kyiv,-16.9,52.7,11.0
2020-12-07,Odesa,-2.9,64.0,19.8
2015-11-08,Lviv,16.9,57.7,19.2
2016-11-24,Dnipro,4.7,38.5,17.1
2015-11-15,Odesa,2.7,44.0,17.4
2016-12-17,Kyiv,0.4,59.7,4.0
2023-04-07,Kharkiv,21.3,57.5,1.9
2015-09-16,Dnipro,28.9,32.6,9.1
2023-01-04,Kyiv,33.7,56.9,14.4
2020-03-30,Dnipro,24.7,38.2,11.4
2017-02-13,Lviv,3.6,74.2,7.7
2017-08-27,Dnipro,12.2,77.2,5.6
2018-02-25,Lviv,-2.6,79.8,13.9
2021-03-18,Odesa,1.3,47.8,5.8
2024-10-20,Kyiv,33.6,89.2,13.9
2017-08-26,Kyiv,-0.7,85.8,4.1
2020-08-11,Lviv,13.2,89.2,1.7
2024-11-11,Dnipro,2.5,89.6,8.7
2023-08-23,Odesa,4.3,50.6,2.6
2023-07-07,Dnipro,2.1,61.9,9.4
2023-05-19,Lviv,18.5,71.9,18.1
2019-10-02,Odesa,-11.4,96.3,5.5
2017-09-02,Lviv,14.8,91.6,3.8
2024-03-21,Kharkiv,-9.5,35.5,7.6
2022-07-16,Dnipro,-18.1,71.6,19.2
2019-11-03,Odesa,29.9,82.2,3.7
2018-07-10,Lviv,20.2,40.3,9.3
2017-06-18,Dnipro,5.9,50.3,1.3
2021-04-26,Dnipro,23.0,63.8,3.8
2016-02-12,Odesa,-8.2,46.0,17.1
2017-10-29,Lviv,26.6,97.6,3.3
2024-03-19,Kharkiv,28.3,37.0,8.6
2019-12-17,Odesa,13.6,57.1,1.1
2020-03-27,Kharkiv,29.2,36.4,14.0
2019-09-24,Lviv,6.0,65.6,3.8
2019-07-23,Lviv,18.8,71.6,13.4
2024-03-05,Lviv,-6.1,75.0,19.2
2023-01-24,Kyiv,-11.1,49.5,17.7
2019-03-13,Odesa,-5.5,48.2,7.7
2018-05-30,Lviv,-2.6,41.6,2.0
2024-09-02,Kyiv,-6.2,74.1,6.9
2018-10-23,Dnipro,30.2,64.0,5.6
2016-12-26,Kyiv,25.5,45.5,0.5
2016-04-29,Dnipro,2.5,36.9,0.8
2015-12-06,Odesa,30.1,94.1,3.7
2016-02-16,Odesa,28.5,98.0,10.1
2016-01-26,Dnipro,3.3,88.3,0.4
2023-11-10,Lviv,29.3,37.6,17.0
2024-11-28,Kharkiv,6.2,41.7,12.0
2017-09-19,Dnipro,-2.3,37.1,1.0
2017-04-19,Odesa,34.2,99.1,11.6
2022-08-25,Kharkiv,-19.9,72.5,18.4
2016-11-27,Kyiv,0.6,32.5,12.8
2024-04-01,Dnipro,-13.4,93.9,19.6
2015-07-22,Kharkiv,14.8,71.3,13.5
2020-01-23,Dnipro,-12.0,73.9,0.2
2019-05-06,Lviv,-11.8,68.8,8.4
2024-03-19,Lviv,-4.5,73.2,19.1
2024-11-09,Kharkiv,23.6,65.6,8.7
2023-07-02,Kyiv,-9.6,48.7,9.0
2017-06-17,Lviv,1.5,39.8,5.7
2023-05-01,Dnipro,-14.7,94.0,11.5
2019-05-25,Lviv,28.4,32.0,3.6
2019-11-06,Kyiv,-1.3,64.8,10.1
2016-11-13,Lviv,-1.0,70.8,5.7
2022-09-10,Odesa,24.5,68.4,14.0
2015-08-25,Lviv,12.5,82.3,5.1
2015-02-14,Kyiv,-11.8,67.0,12.8
2022-10-13,Kyiv,9.9,37.9,0.4
2022-03-21,Kyiv,29.4,93.8,2.2
2021-05-27,Kharkiv,29.6,52.9,6.4
2023-05-13,Dnipro,16.3,87.8,2.3
2015-08-29,Lviv,34.6,58.8,19.0
2019-12-04,Kyiv,-14.3,93.6,9.8
2023-11-07,Kharkiv,-10.1,62.2,1.5
2017-04-03,Dnipro,-15.7,86.7,12.0
2020-02-07,Kyiv,6.2,94.4,2.5
2021-08-22,Kharkiv,11.7,69.2,8.2
2019-03-14,Kyiv,-8.7,73.0,14.5
2023-11-08,Kharkiv,-9.9,56.4,2.3
2024-12-20,Odesa,-19.0,74.6,1.1
2017-02-03,Kyiv,-10.3,61.9,6.8
2019-04-28,Odesa,-16.8,52.5,4.9
2021-07-04,Dnipro,-2.8,65.3,18.9
2020-10-07,Odesa,24.7,30.8,0.7
2023-08-25,Dnipro,-12.6,46.4,6.2
2017-12-29,Kyiv,-18.1,82.8,0.6
2021-04-04,Lviv,25.1,60.3,12.2
2019-01-06,Dnipro,-15.0,80.8,7.5
2019-01-26,Lviv,-14.3,82.6,14.8
2022-07-05,Kharkiv,-1.8,82.2,12.5
2020-10-21,Dnipro,-7.1,58.0,5.3
2016-01-13,Kharkiv,-8.1,73.6,9.4
2016-02-16,Lviv,22.3,92.5,0.4
2022-08-18,Lviv,-12.6,93.4,16.6
2019-08-08,Kharkiv,18.2,43.1,13.1
2018-12-22,Dnipro,-11.2,89.7,7.3
2019-11-10,Kharkiv,8.1,68.4,15.7
2020-10-16,Dnipro,0.1,99.4,0.9
2022-07-13,Odesa,-8.8,96.8,15.1
2019-10-22,Dnipro,26.6,39.7,13.2
2015-03-01,Kharkiv,27.5,33.5,8.4
2019-03-18,Kharkiv,25.0,54.9,14.2
2017-06-16,Kyiv,6.6,37.7,1.8
2016-06-11,Kharkiv,26.1,31.2,17.6
2015-01-18,Kyiv,-8.4,47.9,17.7
2021-01-29,Odesa,24.0,50.3,2.3
2017-08-26,Dnipro,29.4,79.8,15.0
2023-05-24,Odesa,-10.9,86.0,17.0
2022-05-20,Kharkiv,-3.1,86.8,12.8
2018-09-05,Kyiv,30.4,81.7,7.6
2022-06-18,Kharkiv,-11.9,57.2,0.1
2016-06-26,Kyiv,17.8,54.7,13.2
2018-04-13,Lviv,-8.4,55.7,12.9
2023-07-09,Lviv,2.8,41.7,10.4
2020-11-23,Lviv,9.9,61.9,19.8
2015-09-20,Lviv,26.1,46.4,9.1
2023-04-10,Odesa,-16.4,70.5,14.9
2024-07-13,Dnipro,1.2,76.9,14.7
2016-01-11,Lviv,28.9,43.1,8.0
2024-06-06,Kyiv,-17.6,88.4,16.2
2021-05-07,Lviv,34.2,35.9,8.9
2023-12-15,Odesa,-11.2,71.2,11.2
2021-03-11,Kharkiv,5.6,61.7,0.9
2017-01-30,Odesa,8.0,32.6,14.4
2018-05-21,Odesa,2.9,49.2,7.7
2019-07-22,Lviv,-2.3,59.6,4.7
2016-04-28,Kharkiv,-17.3,74.7,15.8
2021-05-29,Lviv,-16.5,47.7,17.7
2018-05-19,Kharkiv,22.1,97.9,6.4
2020-09-23,Odesa,-8.6,96.4,17.6
2024-02-17,Dnipro,24.6,79.2,5.6
2024-01-10,Kharkiv,7.7,51.4,9.4
2019-09-02,Lviv,-2.6,39.5,4.0
2015-04-16,Odesa,0.6,64.9,16.8
2023-10-28,Lviv,23.1,88.7,16.9
2016-03-28,Odesa,12.2,58.9,9.6
2021-01-26,Kharkiv,-15.7,36.2,14.2
2020-09-05,Kyiv,13.5,87.3,1.0
2021-08-31,Lviv,22.5,39.7,0.6
2022-08-30,Lviv,19.1,68.4,4.2
2015-01-18,Kharkiv,-14.7,57.1,9.1
2015-09-14,Dnipro,-18.4,32.0,5.3
2023-10-21,Kharkiv,10.7,50.4,17.9
2022-12-29,Lviv,20.9,78.4,5.4
2016-06-14,Lviv,-1.8,87.4,8.1
2015-05-11,Kyiv,-9.9,95.6,4.3
2018-06-22,Kyiv,3.8,34.4,7.3
2015-05-24,Lviv,13.9,96.8,5.6
2016-03-09,Lviv,-8.1,88.0,15.3
2022-01-16,Dnipro,12.3,64.1,2.6
2020-02-18,Lviv,9.0,89.1,2.0
2021-04-30,Kyiv,24.9,46.4,8.4
2019-04-02,Kyiv,30.6,62.0,7.0
2015-03-06,Kharkiv,-10.1,49.2,9.0
2019-07-12,Odesa,34.2,96.9,10.8
2019-09-10,Dnipro,28.1,51.9,10.2
2023-02-11,Lviv,21.2,84.7,2.6
2018-02-09,Lviv,14.8,64.8,14.1
2018-11-06,Kyiv,28.4,79.9,7.9
2015-06-01,Lviv,29.3,52.2,7.3
2021-07-22,Odesa,-19.8,37.4,3.2
2022-04-19,Odesa,-4.8,41.9,14.8
2015-04-26,Lviv,3.5,75.1,6.4
2015-11-30,Kyiv,8.7,88.0,15.3
2018-05-27,Odesa,-1.4,70.1,10.0
2016-02-07,Lviv,9.2,95.8,10.2
2016-02-21,Kharkiv,-0.3,34.7,3.2
2022-06-28,Odesa,-14.4,36.5,0.5
2021-07-26,Odesa,7.7,60.9,12.3
2023-03-19,Dnipro,20.4,49.5,16.4
2020-12-28,Kyiv,26.0,44.3,7.4
2022-02-14,Kyiv,7.2,44.9,18.5
2015-03-25,Kyiv,33.4,41.9,10.1
2015-07-30,Odesa,8.5,91.5,8.7
2018-01-07,Kyiv,4.0,53.1,3.6
2017-08-15,Kharkiv,22.9,86.9,14.1
2020-03-14,Kharkiv,-12.1,60.7,18.5
2020-04-13,Dnipro,28.3,96.8,10.7
2016-06-25,Kharkiv,-19.8,37.2,5.7
2023-10-20,Kharkiv,11.1,59.1,11.7
2020-09-17,Dnipro,18.4,32.6,7.5
2020-08-10,Lviv,-8.3,61.2,8.1
2020-08-07,Dnipro,-12.4,72.3,10.3
2018-02-06,Lviv,0.3,96.0,1.0
2019-06-19,Dnipro,6.5,99.8,8.1
2016-11-06,Odesa,23.0,81.6,4.5
2021-05-23,Odesa,28.8,35.8,16.4
2024-11-25,Odesa,15.8,93.4,0.9
2022-10-10,Kyiv,28.6,72.2,5.8
2022-11-29,Dnipro,-15.1,38.2,1.6
2019-09-04,Dnipro,-9.5,40.0,3.2
2015-01-16,Kyiv,14.9,59.4,5.7
2016-06-17,Kyiv,15.8,64.9,4.9
2021-07-11,Kharkiv,23.8,72.0,17.6
2017-05-13,Lviv,-2.6,86.8,10.7
2021-06-02,Dnipro,14.0,92.8,17.0
2020-12-07,Kyiv,29.6,68.8,19.6
2022-08-10,Kyiv,7.1,39.9,6.6
2019-10-21,Kyiv,25.2,69.8,9.0
2024-10-22,Dnipro,-6.8,89.9,8.7
2018-05-12,Dnipro,-16.9,54.3,4.7
2021-01-15,Odesa,4.5,75.2,10.7
2016-04-03,Odesa,13.0,34.9,14.3
2016-10-23,Kharkiv,-1.6,69.8,0.1
2024-07-30,Kharkiv,23.5,46.8,7.0
2024-04-02,Kharkiv,0.3,53.0,4.6
2015-12-07,Odesa,22.3,69.6,16.9
2021-03-31,Dnipro,-0.8,42.8,17.8
2024-04-04,Lviv,29.4,47.5,1.9
2023-07-13,Kyiv,3.9,86.0,18.8
2015-10-20,Dnipro,15.9,61.3,16.3
2024-07-30,Kyiv,-4.9,31.2,18.0
2017-02-10,Lviv,-4.2,90.7,17.9
2021-10-21,Kharkiv,29.1,46.1,12.0
2015-12-17,Odesa,10.9,42.8,3.5
2023-05-08,Odesa,5.3,56.4,9.3
2022-07-01,Kharkiv,-15.2,96.0,4.6
2019-03-13,Dnipro,4.8,75.4,2.5
2024-02-29,Dnipro,-17.6,57.4,2.8
2024-09-17,Kyiv,-14.7,92.1,13.9
2017-11-25,Kharkiv,-15.9,41.7,9.6
2023-10-12,Lviv,21.2,93.1,12.8
2020-03-24,Kyiv,22.1,81.1,19.3
2016-03-07,Lviv,-19.6,72.1,11.4
2019-03-16,Odesa,-13.1,86.9,9.1
2016-02-27,Odesa,27.9,98.3,5.8
2024-11-18,Dnipro,3.2,92.9,13.0
2017-07-31,Kyiv,24.6,71.0,13.6
2021-02-12,Kyiv,-9.6,79.0,3.0
2022-09-20,Kharkiv,6.7,46.3,8.4
2023-08-11,Dnipro,-4.7,58.6,8.0
2020-12-27,Kyiv,21.8,87.7,3.0
2015-04-04,Odesa,19.0,94.8,16.5
2015-06-14,Kharkiv,-11.3,90.6,12.5
2023-10-03,Lviv,29.3,59.6,15.9
2017-07-30,Odesa,14.0,68.2,13.6
2020-05-06,Lviv,24.8,44.8,18.9
2024-11-08,Lviv,-8.7,90.4,9.4
2018-03-15,Kyiv,2.4,76.8,13.4
2022-08-26,Kyiv,-4.8,70.9,0.2
2022-06-01,Odesa,-17.1,49.0,11.3
2019-08-10,Lviv,3.7,40.3,8.4
2024-09-05,Kharkiv,17.0,81.8,0.7
2018-05-07,Dnipro,5.2,46.2,2.4
2020-07-22,Dnipro,-11.7,41.8,4.7
2023-07-10,Kharkiv,31.0,64.1,13.0
2018-03-30,Lviv,-0.8,79.9,2.4
2016-07-11,Dnipro,9.3,35.5,1.7
2019-08-10,Kharkiv,25.6,84.2,1.3
2016-12-05,Kharkiv,-16.7,85.8,17.1
2018-05-20,Lviv,-12.0,75.3,4.7
2021-03-13,Lviv,2.1,80.4,16.9
2021-01-14,Odesa,3.8,39.6,7.4
2023-04-14,Kyiv,5.7,81.7,7.6
2015-07-27,Kharkiv,26.6,87.1,1.9
2016-06-24,Kharkiv,16.7,34.0,14.6
2024-12-19,Kyiv,12.5,96.5,6.5
2021-02-19,Kyiv,-8.9,39.7,1.1
2021-10-30,Dnipro,31.3,81.2,7.0
2019-10-26,Kharkiv,14.6,77.2,18.8
2019-07-18,Odesa,20.1,60.3,13.5
2015-09-09,Odesa,27.6,80.5,4.4
2016-05-20,Odesa,-14.0,82.8,18.1
2024-10-31,Odesa,1.9,74.5,3.9
2015-12-19,Kyiv,13.8,78.7,8.5
2017-10-08,Kharkiv,32.7,72.4,2.6
2024-11-20,Lviv,-4.5,85.8,7.5
2023-04-20,Kyiv,-8.3,47.2,1.7
2019-12-06,Kyiv,-9.1,59.2,6.9
2017-07-14,Kyiv,31.3,78.4,16.5
2020-08-24,Dnipro,-0.8,54.8,14.4
2015-01-04,Kharkiv,-14.7,94.7,5.7
2015-07-28,Kharkiv,34.3,50.3,2.3
2015-10-27,Lviv,30.5,31.0,7.9
2021-11-05,Dnipro,-1.3,86.3,2.9
2015-10-04,Lviv,8.4,96.2,16.1
2016-12-24,Odesa,25.6,62.1,2.7
2016-11-25,Dnipro,22.1,83.0,10.8
2022-02-11,Kharkiv,-7.3,67.3,12.2
2016-04-05,Lviv,-11.3,88.2,18.9
2021-08-03,Dnipro,-4.9,85.7,1.7
2016-10-24,Dnipro,-9.2,69.8,19.6
2023-04-22,Lviv,5.7,45.4,17.6
2022-05-02,Dnipro,-5.1,49.2,6.6
2020-02-19,Dnipro,31.8,56.4,4.6
2021-09-04,Kyiv,1.8,71.5,4.9
2020-12-10,Kyiv,24.3,75.9,7.7
2020-08-21,Kyiv,9.9,65.4,9.1
2017-02-20,Dnipro,25.6,54.7,18.9
2019-08-24,Lviv,9.1,45.6,6.4
2022-05-22,Lviv,-15.5,74.3,17.2
2022-01-21,Kyiv,-9.6,90.3,3.5
2022-07-25,Odesa,-19.5,96.5,1.9
2021-10-23,Odesa,16.7,91.2,2.0
2019-12-19,Odesa,29.7,37.1,18.1
2016-03-12,Lviv,32.7,66.2,9.5
2017-04-23,Lviv,-16.1,82.7,16.7
2016-02-10,Kharkiv,26.4,54.9,5.1
2024-01-03,Dnipro,15.3,44.6,16.3
2020-06-12,Dnipro,24.4,44.5,16.9
2023-02-18,Kharkiv,32.3,51.7,2.7
2016-10-21,Kyiv,20.5,86.4,18.2
2020-09-06,Lviv,21.3,53.2,6.4
2015-06-02,Lviv,-17.5,84.6,4.9
2022-10-01,Kharkiv,-12.7,63.1,18.8
2017-08-06,Dnipro,29.5,47.8,4.6
2019-11-14,Odesa,21.2,85.5,1.4
2021-06-22,Lviv,32.3,57.8,14.6
2023-01-14,Dnipro,14.9,87.8,8.4
2020-11-28,Lviv,7.7,61.9,3.4
2017-10-01,Dnipro,30.6,92.4,15.8
2017-07-15,Dnipro,-17.5,37.5,12.3
2024-10-27,Odesa,-18.3,83.1,10.1
2022-07-15,Odesa,11.5,38.0,2.3
2021-02-19,Kyiv,-19.4,77.0,14.9
2016-12-26,Kyiv,-18.5,78.7,5.2
2021-02-19,Odesa,23.6,59.6,6.8
2015-05-11,Odesa,2.2,98.6,12.5
2018-12-12,Odesa,2.6,37.1,2.1
2018-03-06,Kharkiv,-19.8,39.9,3.6
2019-02-06,Odesa,11.1,97.5,12.1
2017-04-26,Kharkiv,5.8,98.2,7.3
2019-10-25,Lviv,34.1,95.1,7.2
2017-06-29,Odesa,-2.8,58.6,19.7
2021-03-02,Dnipro,8.4,87.9,10.4
2019-04-23,Lviv,14.0,84.2,17.1
2019-08-14,Lviv,27.0,52.2,10.0
2015-01-12,Kyiv,33.7,91.1,16.7
2018-12-30,Lviv,7.0,46.5,6.1
2018-05-18,Kharkiv,-18.5,83.2,11.0
2021-08-14,Kharkiv,26.4,36.5,13.7
2017-08-13,Kharkiv,-12.2,54.4,19.9
2022-06-12,Kharkiv,31.3,56.3,11.6
2015-10-26,Lviv,18.1,99.2,17.7
2020-11-10,Odesa,23.4,32.7,5.5
2016-04-17,Lviv,-1.2,53.8,9.3
2024-12-06,Kharkiv,16.0,44.0,19.9
2020-10-30,Kyiv,31.2,85.3,19.1
2019-04-06,Kharkiv,-12.1,48.5,12.9
2024-12-04,Kyiv,30.5,81.4,15.4
2017-08-19,Lviv,-5.2,45.5,19.2
2024-08-07,Dnipro,11.9,98.2,7.3
2020-04-03,Odesa,-17.1,62.3,14.5
2016-05-15,Dnipro,-6.6,99.1,0.2
2021-09-16,Odesa,3.5,60.5,15.5
2019-12-19,Odesa,4.3,33.6,19.1
2017-09-01,Lviv,19.0,81.0,0.5
2023-06-23,Dnipro,31.3,66.9,15.0
2020-08-27,Dnipro,7.2,90.5,1.5
2019-12-06,Dnipro,-2.5,54.4,7.7
2024-12-05,Lviv,16.8,82.7,18.6
2021-04-13,Dnipro,11.8,39.3,17.5
2020-10-18,Kharkiv,14.2,62.3,13.4
2020-11-04,Lviv,17.7,54.2,3.6
2022-03-20,Kharkiv,-1.5,85.7,8.1
2022-03-07,Kharkiv,35.0,41.7,15.1
2020-04-05,Lviv,-6.7,52.7,13.3
2017-02-11,Lviv,26.7,35.9,9.8
2021-06-26,Kharkiv,-13.3,63.3,10.0
2016-02-02,Lviv,10.9,86.8,3.8
2015-01-29,Kharkiv,2.3,59.7,3.8
2022-11-05,Kyiv,11.4,87.5,16.6
2019-10-14,Lviv,14.1,86.2,3.6
2018-07-10,Dnipro,31.0,93.7,13.5
2019-01-05,Kharkiv,15.6,77.7,9.5
2017-08-03,Kyiv,34.8,69.9,13.1
2017-02-05,Odesa,23.3,65.4,16.0
2015-07-08,Kyiv,-3.2,33.5,1.8
2024-07-19,Lviv,10.3,58.4,19.6
2021-10-01,Lviv,-4.9,96.1,17.2
2021-03-12,Odesa,31.8,64.1,6.1
2018-02-01,Kyiv,-0.9,57.5,19.9
2016-04-23,Kyiv,5.5,82.1,12.0
2015-02-12,Kharkiv,-13.4,72.9,13.0
2022-02-16,Lviv,31.7,93.4,11.7
2021-07-01,Dnipro,-6.4,51.0,4.7
2019-11-07,Odesa,-16.8,32.4,15.4
2017-03-06,Odesa,-14.1,32.3,13.6
2018-07-01,Kyiv,8.3,96.5,18.6
2022-11-01,Odesa,-4.6,79.5,20.0
2016-09-29,Odesa,10.1,32.8,7.0
2017-04-03,Odesa,13.9,31.3,15.6
2018-07-12,Kharkiv,-2.3,86.7,19.7
2024-02-07,Odesa,-6.9,63.5,1.1
2017-07-18,Kyiv,24.5,87.2,7.2
2020-02-02,Kyiv,8.9,47.8,10.6
2024-09-25,Lviv,-10.6,59.9,6.0
2021-08-25,Dnipro,-8.6,43.8,1.2
2016-12-07,Kharkiv,-1.6,67.9,16.9
2024-07-02,Kyiv,-13.6,47.7,4.4
2023-09-21,Odesa,12.8,58.1,14.0
2018-09-23,Dnipro,-4.1,47.2,10.5
2016-09-16,Lviv,-4.9,87.6,13.2
2015-05-19,Odesa,-11.7,63.1,1.3
2018-08-30,Dnipro,0.9,63.9,18.3
2023-06-17,Kyiv,30.3,77.8,3.5
2023-02-01,Kharkiv,33.3,51.5,17.4
2020-05-09,Kyiv,6.6,44.9,3.4
2018-02-14,Lviv,21.4,41.1,9.1
2017-05-15,Kharkiv,-19.6,41.4,9.2
2021-02-17,Kyiv,-10.6,75.1,19.8
2021-12-28,Odesa,8.3,38.1,7.4
2019-05-18,Odesa,10.4,63.1,12.2
2015-01-05,Kharkiv,16.7,71.9,14.7
2019-10-13,Odesa,26.4,34.7,13.5
2020-06-25,Kharkiv,0.8,53.2,5.8
2022-07-09,Odesa,9.6,38.3,19.3
2022-01-31,Kyiv,19.7,66.1,2.6
2018-08-30,Lviv,-9.2,88.3,8.0
2021-04-06,Kyiv,-15.0,69.1,18.8
2021-08-02,Kyiv,34.5,34.0,15.8
2025-01-01,Odesa,8.0,46.0,17.6
2017-07-17,Kharkiv,28.8,78.5,12.9
2023-10-04,Dnipro,2.1,76.2,6.8
2017-11-23,Dnipro,11.5,80.5,12.8
2020-12-27,Kyiv,-2.8,51.9,8.4
2023-06-06,Kyiv,-9.6,52.6,0.7
2021-07-27,Odesa,-1.9,92.7,7.7
2017-03-08,Lviv,16.0,94.2,5.9
2020-11-26,Kyiv,29.1,63.9,10.2
2019-05-07,Lviv,12.9,59.5,19.3
2019-02-08,Dnipro,28.4,77.3,17.6
2022-07-17,Dnipro,25.1,73.3,8.4
2019-09-04,Lviv,-20.0,41.8,11.7
2021-03-25,Kyiv,28.6,62.1,8.5
2015-07-04,Kharkiv,18.8,80.6,19.8
2016-07-18,Odesa,30.0,30.8,1.9
2018-04-27,Kharkiv,4.0,83.2,7.4
2024-09-03,Lviv,10.5,74.3,18.0
2017-03-12,Odesa,1.1,72.4,4.2
2021-08-22,Odesa,-5.2,88.8,15.1
2015-08-28,Odesa,3.0,76.7,8.5
2015-06-06,Dnipro,-10.4,66.7,0.5
2018-06-19,Lviv,26.1,95.8,6.7
2023-01-26,Kyiv,-10.4,44.2,11.5
2023-10-30,Kyiv,3.4,81.9,18.4
2023-10-23,Dnipro,30.3,34.2,7.5
2015-09-28,Dnipro,17.5,47.5,11.1
2023-12-17,Dnipro,34.0,69.8,15.5
2022-09-02,Kharkiv,8.0,63.7,20.0
2021-02-11,Kharkiv,10.8,70.9,14.4
2018-07-01,Kharkiv,30.1,76.3,6.4
2021-05-28,Kyiv,28.2,40.6,13.2
2023-03-03,Lviv,23.1,56.6,2.2
2023-09-06,Kharkiv,-10.9,54.8,17.6
2021-05-14,Kharkiv,-2.2,75.7,17.5
2023-01-15,Dnipro,34.4,64.6,15.6
2022-06-19,Kyiv,-6.1,47.0,4.9
2019-12-11,Dnipro,-18.7,72.7,10.1
2023-03-25,Kyiv,-16.5,49.0,2.8
2024-02-28,Odesa,22.6,32.2,1.0
2021-08-24,Dnipro,30.2,59.4,10.5
2016-09-08,Dnipro,-6.9,31.4,14.1
2021-08-08,Lviv,16.4,86.0,13.8
2017-05-31,Dnipro,-14.5,85.3,12.6
2023-05-28,Odesa,-16.3,77.5,10.3
2023-07-02,Dnipro,-13.6,41.1,19.5
2015-12-29,Odesa,-2.6,44.7,5.0
2023-04-25,Lviv,15.2,37.4,10.5
2022-11-22,Lviv,-16.1,50.7,15.8
2016-02-22,Odesa,17.6,33.8,3.5
2022-10-12,Lviv,22.5,37.6,13.1
2022-06-09,Lviv,5.5,93.5,16.1
2023-05-05,Lviv,2.4,31.7,13.2
2023-06-02,Kharkiv,12.9,64.7,18.0
2017-10-04,Dnipro,-0.6,62.8,0.4
2018-09-18,Odesa,18.8,86.7,11.2
2020-12-11,Kyiv,-17.8,66.4,1.6
2024-03-10,Kyiv,23.6,87.4,1.8
2015-06-20,Kyiv,19.8,60.0,15.0
2017-09-30,Kharkiv,-18.6,61.6,7.9
2019-08-15,Odesa,6.1,44.9,15.3
2024-06-15,Kyiv,18.8,37.1,15.8
2022-09-14,Odesa,-16.3,37.1,6.4
2021-02-20,Kharkiv,3.4,38.0,8.6
2022-12-02,Lviv,-3.1,49.1,4.0
2019-06-26,Kyiv,14.5,49.7,3.0
2017-12-27,Dnipro,-13.0,64.4,17.8
2023-06-21,Dnipro,-17.0,85.6,6.4
2022-07-04,Lviv,-11.5,34.0,3.3
2022-04-09,Lviv,-10.4,95.7,14.9
2022-05-11,Kyiv,-11.0,48.5,4.3
2017-11-23,Kharkiv,19.0,37.1,10.0
2020-10-31,Lviv,18.9,63.1,17.8
2020-09-04,Kharkiv,32.6,49.9,20.0
2021-07-12,Dnipro,-9.5,78.8,0.6
2023-07-23,Kyiv,-2.4,59.6,16.0
2024-01-12,Odesa,-13.9,74.9,10.0
